payment_id,order_id,payment_date,amount,payment_method
325,13757,2024-08-24,300.4434639800448,Debit Card
326,30477,2024-08-19,483.8424426192525,PayPal
327,84935,2024-09-02,534.36786333528,Credit Card
328,150764,2024-02-11,245.23370521813675,PayPal
329,82627,2024-10-18,90.12314471006772,PayPal
330,54384,2024-09-25,756.833131605777,UPI
331,28149,2024-12-29,592.5036484113947,Credit Card
332,28102,2024-09-27,11.084621956840847,Credit Card
333,101415,2024-02-22,338.8569870426073,Debit Card
334,135076,2024-03-08,583.6357108938921,Debit Card
335,136578,2024-09-09,637.2689893446925,UPI
336,27361,2024-01-13,806.1787191643886,Debit Card
337,128699,2024-05-30,544.3498866189866,Credit Card
338,9728,2024-09-16,505.9176360579605,PayPal
339,97207,2024-12-14,353.93382321586677,PayPal
340,155952,2024-08-25,100.97470226345395,Debit Card
341,2476,2024-08-11,827.5823694450205,Debit Card
342,57750,2024-12-29,857.4318486024458,UPI
343,142490,2024-04-04,100.56448276414241,Credit Card
344,110085,2024-08-01,190.05169919418802,Credit Card
345,68708,2024-08-24,819.1368614967361,PayPal
346,21262,2024-11-27,433.4712180741418,Credit Card
347,112256,2024-08-21,856.1261658525164,Debit Card
348,80193,2024-12-27,595.3436038098636,Credit Card
349,126840,2024-12-13,750.9669278679856,Credit Card
350,109589,2024-01-24,978.122083037819,UPI
351,43781,2024-08-24,563.7801451578223,Debit Card
352,43705,2024-06-26,925.8369032761183,PayPal
353,29753,2024-04-17,178.87842947975756,PayPal
354,135817,2024-10-25,496.36772216984235,PayPal
355,87159,2024-05-21,839.0066925716459,UPI
356,50607,2024-03-18,717.365508191726,PayPal
357,65869,2024-03-19,282.4477386154494,Credit Card
358,84370,2024-07-31,343.1440662388415,UPI
359,52277,2024-06-09,105.77460479348733,Credit Card
360,136556,2024-06-30,367.5885141840526,Credit Card
361,70445,2024-03-02,298.01466638326656,UPI
362,167131,2024-09-11,175.05536205278685,UPI
363,154000,2024-08-13,891.8509119299961,Credit Card
364,93310,2024-08-25,17.787880904091047,PayPal
365,161588,2024-07-25,902.4337601314251,Debit Card
366,15775,2024-05-13,979.9079256058086,Debit Card
367,31576,2024-07-06,687.7919641015966,Debit Card
368,101788,2024-01-29,36.30270629186384,UPI
369,32380,2024-06-06,663.0349950774423,Debit Card
370,17573,2024-03-17,165.15450353714488,Debit Card
371,108135,2024-11-05,152.6226676443388,Debit Card
372,9569,2024-03-11,801.2353230194527,Debit Card
373,96962,2024-03-17,926.28146607167,Debit Card
374,70025,2024-02-23,867.656900301049,UPI
375,116971,2024-09-25,303.7040495245799,PayPal
376,31505,2024-07-25,984.6543959691396,Debit Card
377,86384,2024-02-18,593.4014592040616,UPI
378,97358,2024-06-04,150.68358297189968,PayPal
379,144705,2024-08-13,638.3270325235627,Debit Card
380,89661,2024-09-17,104.75651815049305,PayPal
381,17125,2024-04-27,58.8835630560098,UPI
382,148543,2024-06-10,208.70845546821306,Credit Card
383,31497,2024-02-05,127.47266861418615,UPI
384,92481,2024-04-20,211.42500868114706,UPI
385,126566,2024-08-08,146.98615142177647,PayPal
386,7576,2024-10-18,359.32245066372275,PayPal
387,139681,2024-12-14,119.20857390258313,UPI
388,13146,2024-05-22,125.82908636133374,PayPal
389,97099,2024-07-12,149.84481265164243,Debit Card
390,62502,2024-06-13,406.8922520915764,UPI
391,168580,2024-07-02,937.5622327413028,PayPal
392,2538,2024-08-18,807.6617821653223,Debit Card
393,90432,2024-12-29,737.05858088803,PayPal
394,51267,2024-11-09,838.0317187599104,Credit Card
395,812,2024-07-09,858.4928706371575,UPI
396,95114,2024-03-06,391.01677941097745,Debit Card
397,163762,2024-08-17,288.1083828755575,UPI
398,2325,2024-04-06,486.6096403256767,UPI
399,59469,2024-08-25,60.83023104196004,Debit Card
400,43104,2024-03-13,178.14274413046698,Credit Card
401,148338,2024-06-21,768.3925875702624,UPI
402,107176,2024-09-10,805.8239106725409,PayPal
403,90854,2024-07-13,899.4221861291556,PayPal
404,11422,2024-08-10,769.5016801037266,Credit Card
405,48011,2024-01-11,204.25729765679387,UPI
406,94454,2024-03-24,467.78905448517605,Debit Card
407,103377,2024-02-05,578.0675859043888,PayPal
408,151302,2024-10-07,934.2047250508818,UPI
409,40536,2024-02-11,734.1814255302197,Debit Card
410,12385,2024-06-10,548.1338748279478,PayPal
411,27210,2024-04-28,736.1068182951618,UPI
412,9999,2024-03-03,995.4935493061282,PayPal
413,56549,2024-05-04,971.9490652549608,Credit Card
414,84328,2024-04-10,829.6200578055837,UPI
415,157659,2024-08-20,729.905608095016,UPI
416,117767,2024-03-26,506.6729694152105,Debit Card
417,156278,2024-10-23,381.3771971529074,UPI
418,169068,2024-01-22,769.3780867109522,PayPal
419,1659,2024-08-15,137.15177232319814,PayPal
420,45977,2024-08-31,92.91372015200952,PayPal
421,138695,2024-01-11,517.1086742032278,Debit Card
422,74745,2024-04-26,227.27558348593735,UPI
423,145400,2024-12-01,12.403129194946716,Credit Card
424,85262,2024-11-06,693.3201305278367,Credit Card
425,150966,2024-07-05,437.77278461200615,PayPal
426,165149,2024-09-25,212.7814176625197,Credit Card
427,32376,2024-06-07,31.463055220236413,UPI
428,130000,2024-08-20,669.296167644583,Debit Card
429,34445,2024-09-13,736.9272737500013,PayPal
430,165576,2024-03-30,400.2612561542394,PayPal
431,94353,2024-05-29,780.1853302466875,Debit Card
432,160845,2024-02-23,238.74679797657944,Credit Card
433,88181,2024-02-07,407.8441952290779,Debit Card
434,119472,2024-10-23,49.41151997896986,PayPal
435,38519,2024-10-04,283.58125549401194,UPI
436,122773,2024-02-01,555.3542641958694,UPI
437,133113,2024-03-04,996.2368731779676,Debit Card
438,141964,2024-08-03,210.30599800947584,Debit Card
439,62436,2024-07-21,719.1327558327085,Debit Card
440,151137,2024-04-10,566.8588009435715,UPI
441,151115,2024-01-19,631.8588062232578,Credit Card
442,73022,2024-08-25,900.508749521096,Credit Card
443,161056,2024-12-29,834.2118272500638,UPI
444,159187,2024-01-16,430.9325599925831,Debit Card
445,55762,2024-08-25,848.5300875903674,UPI
446,21783,2024-11-29,284.52939228128946,Credit Card
447,87140,2024-01-13,877.337574879379,PayPal
448,104994,2024-11-27,500.74052442912546,Debit Card
449,8026,2024-12-17,412.1643138845158,Debit Card
450,109298,2024-10-15,820.1979745169945,Credit Card
451,42397,2024-12-01,161.76083703763203,UPI
452,8698,2024-10-12,956.8452585126025,PayPal
453,157398,2024-08-01,711.0876793437727,Debit Card
454,168626,2024-01-06,232.7034865039676,Credit Card
455,105300,2024-02-26,696.4964819915579,Credit Card
456,60718,2024-10-08,209.7303401729858,Credit Card
457,142112,2024-01-26,771.3896281458327,Credit Card
458,49749,2024-01-25,651.2302320276733,Debit Card
459,163431,2024-10-06,405.18198982041,Credit Card
460,151372,2024-01-11,252.6380277232776,Credit Card
461,165410,2024-12-17,957.2181755710582,PayPal
462,120028,2024-09-22,80.7853045772675,Credit Card
463,159805,2024-12-08,895.7425087573604,Debit Card
464,12929,2024-09-02,584.3331065947215,Debit Card
465,38527,2024-07-06,640.4567738323019,Debit Card
466,27020,2024-09-28,60.543524052692426,Credit Card
467,115608,2024-10-17,857.8739751949194,Credit Card
468,148063,2024-06-02,325.259966576576,PayPal
469,29660,2024-01-05,217.59962185235025,Debit Card
470,159890,2024-07-14,16.003963779097948,Debit Card
471,6333,2024-08-15,480.2777817032918,Debit Card
472,94305,2024-04-04,293.703921254657,Debit Card
473,36789,2024-04-25,915.7582559609638,Credit Card
474,73193,2024-08-26,52.529340156921066,Credit Card
475,23398,2024-07-08,279.70577876528534,Debit Card
476,113561,2024-02-14,503.53083349338874,Credit Card
477,37742,2024-04-12,47.87897950026619,Credit Card
478,41510,2024-05-15,168.56939320587892,Debit Card
479,51501,2024-11-12,700.4996426854422,Debit Card
480,1767,2024-06-02,866.7829406645917,PayPal
481,19105,2024-05-05,951.7924486940816,Credit Card
482,119220,2024-12-29,400.17175525572054,UPI
483,85960,2024-12-17,23.136556870940097,UPI
484,116931,2024-08-19,901.7511771093682,Debit Card
485,21064,2024-09-08,355.46149423396815,PayPal
486,157457,2024-12-19,360.69274120400183,PayPal
487,61980,2024-02-10,262.74377237460936,UPI
488,115475,2024-07-20,25.736527381024374,Debit Card
489,144650,2024-03-16,64.55827341528365,Credit Card
490,92825,2024-10-13,220.11403170214015,Debit Card
491,32325,2024-07-18,42.57373527924774,PayPal
492,112017,2024-10-04,147.3407186067597,Debit Card
493,45450,2024-03-04,407.7155959481749,PayPal
494,66994,2024-07-07,419.57842589758445,UPI
495,126504,2024-11-11,611.3822312015515,UPI
496,105083,2024-06-04,167.65602080767923,Credit Card
497,15222,2024-09-20,339.66479703156796,UPI
498,26191,2024-08-29,203.31133619418063,Debit Card
499,25235,2024-02-14,479.177284521903,Credit Card
500,123593,2024-08-27,171.42925110950875,Debit Card
501,168237,2024-03-08,172.27072669856935,PayPal
502,79607,2024-03-10,211.02665272038718,UPI
503,71400,2024-11-15,839.0361646164848,PayPal
504,96871,2024-12-09,821.4488672851312,Debit Card
505,41495,2024-06-11,153.40938942412657,Debit Card
506,105806,2024-08-19,436.3785952868082,Debit Card
507,109475,2024-03-31,342.3714482802166,UPI
508,135080,2024-11-01,676.1791961020901,Debit Card
509,124279,2024-01-03,624.6287269459666,UPI
510,25201,2024-06-25,196.33415046911017,PayPal
511,165304,2024-04-21,685.0995970874192,UPI
512,48347,2024-06-05,929.335712500587,UPI
513,8329,2024-04-18,830.2923668121924,UPI
514,28604,2024-09-23,217.76303080617322,Debit Card
515,7137,2024-06-11,807.7181935505673,UPI
516,30639,2024-03-09,897.5932390912749,PayPal
517,91221,2024-09-20,657.9628088457532,PayPal
518,117936,2024-01-12,186.16864760456224,UPI
519,86607,2024-03-18,842.5789396332632,PayPal
520,45597,2024-09-22,552.6154415711674,UPI
521,86556,2024-12-11,678.7224719737538,UPI
522,141772,2024-08-11,578.387073468863,PayPal
523,75183,2024-11-30,460.88598284808177,Credit Card
524,121778,2024-04-06,59.85603469815082,UPI
525,124658,2024-02-19,258.2909478540716,PayPal
526,32349,2024-07-15,792.7032110257313,PayPal
527,28020,2024-01-08,869.377901289964,PayPal
528,14623,2024-09-16,906.9573000095445,UPI
529,56955,2024-05-05,200.41750897442753,Credit Card
530,81747,2024-08-01,504.22441935813765,UPI
531,163272,2024-09-05,882.0798520078444,Debit Card
532,118135,2024-03-20,602.4735736479495,Debit Card
533,134301,2024-07-13,251.9967109884719,PayPal
534,155807,2024-12-21,406.78212337615753,Debit Card
535,128629,2024-11-22,977.8421750134858,Credit Card
536,29098,2024-06-15,118.65487073458718,PayPal
537,10889,2024-11-25,877.3157244897694,Debit Card
538,30820,2024-06-18,395.8714537777805,Credit Card
539,50854,2024-01-20,600.9835665860066,Credit Card
540,74374,2024-03-21,339.19404340192176,Credit Card
541,119472,2024-10-18,64.70252943738868,UPI
542,144378,2024-06-20,98.4134625799182,Credit Card
543,86725,2024-08-08,98.820957892847,Debit Card
544,145563,2024-05-26,452.87197107276995,Debit Card
545,67466,2024-11-13,839.6096181151185,Debit Card
546,120628,2024-01-30,792.2399497752145,Credit Card
547,138572,2024-10-09,365.75853606389757,Debit Card
548,85737,2024-05-11,623.1109220914302,PayPal
549,32766,2024-11-03,251.79418844720206,Credit Card
550,56969,2024-03-18,794.4120409548104,Credit Card
551,99940,2024-06-22,432.4478452865599,UPI
552,3747,2024-05-07,66.33971033904106,Credit Card
553,61172,2024-02-17,561.5135781998248,Credit Card
