customer_id,name,city,state,country,registration_date,is_active
218,Customer_218,Bangalore,Karnataka,India,2023-09-11,False
219,Customer_219,Hyderabad,Karnataka,India,2023-08-07,False
220,Customer_220,Delhi,West Bengal,India,2023-07-02,False
221,Customer_221,Chennai,Telangana,India,2023-07-27,True
222,Customer_222,Chennai,Karnataka,India,2023-03-18,True
223,Customer_223,Hyderabad,Tamil Nadu,India,2023-03-16,True
224,Customer_224,Delhi,Delhi,India,2023-07-08,False
225,Customer_225,Mumbai,Maharashtra,India,2023-05-04,False
226,Customer_226,Kolkata,Delhi,India,2023-04-22,True
227,Customer_227,Bangalore,Telangana,India,2023-07-11,False
228,Customer_228,Chennai,Maharashtra,India,2023-02-06,True
229,Customer_229,Hyderabad,Gujarat,India,2023-12-20,True
230,Customer_230,Mumbai,Maharashtra,India,2023-04-27,True
231,Customer_231,Pune,Tamil Nadu,India,2023-03-02,False
232,Customer_232,Kolkata,Delhi,India,2023-11-30,False
233,Customer_233,Pune,Tamil Nadu,India,2023-05-16,True
234,Customer_234,Hyderabad,Gujarat,India,2023-09-04,False
235,Customer_235,Delhi,Delhi,India,2023-03-16,False
236,Customer_236,Mumbai,West Bengal,India,2023-05-03,True
237,Customer_237,Chennai,West Bengal,India,2023-08-16,True
238,Customer_238,Ahmedabad,Delhi,India,2023-09-18,True
239,Customer_239,Ahmedabad,Telangana,India,2023-08-24,False
240,Customer_240,Mumbai,West Bengal,India,2023-01-12,False
241,Customer_241,Delhi,Delhi,India,2023-08-23,True
242,Customer_242,Hyderabad,Tamil Nadu,India,2023-01-31,True
243,Customer_243,Chennai,Karnataka,India,2023-09-27,True
244,Customer_244,Chennai,Maharashtra,India,2023-01-26,True
245,Customer_245,Delhi,Tamil Nadu,India,2023-03-28,True
246,Customer_246,Delhi,Tamil Nadu,India,2023-12-30,False
247,Customer_247,Pune,Telangana,India,2023-09-24,True
248,Customer_248,Mumbai,Maharashtra,India,2023-05-16,True
249,Customer_249,Ahmedabad,Delhi,India,2023-04-01,False
250,Customer_250,Mumbai,Tamil Nadu,India,2023-04-02,True
251,Customer_251,Hyderabad,Delhi,India,2023-06-13,False
252,Customer_252,Chennai,Delhi,India,2023-12-11,False
253,Customer_253,Kolkata,Tamil Nadu,India,2023-09-26,False
254,Customer_254,Delhi,Delhi,India,2023-11-07,False
255,Customer_255,Pune,West Bengal,India,2023-10-13,True
256,Customer_256,Chennai,Gujarat,India,2023-03-15,False
257,Customer_257,Kolkata,Tamil Nadu,India,2023-09-28,False
258,Customer_258,Pune,Delhi,India,2023-07-23,True
259,Customer_259,Delhi,West Bengal,India,2023-11-09,False
260,Customer_260,Chennai,Telangana,India,2023-09-19,False
261,Customer_261,Kolkata,Telangana,India,2023-03-31,True
262,Customer_262,Bangalore,Delhi,India,2023-12-28,False
263,Customer_263,Pune,Gujarat,India,2023-04-26,False
264,Customer_264,Hyderabad,Maharashtra,India,2023-06-13,False
265,Customer_265,Hyderabad,Maharashtra,India,2023-08-26,True
266,Customer_266,Chennai,Maharashtra,India,2023-10-23,False
267,Customer_267,Kolkata,Maharashtra,India,2023-09-06,True
268,Customer_268,Kolkata,Maharashtra,India,2023-03-12,True
269,Customer_269,Kolkata,Karnataka,India,2023-01-14,False
270,Customer_270,Hyderabad,Maharashtra,India,2023-07-03,False
271,Customer_271,Mumbai,Telangana,India,2023-06-19,False
272,Customer_272,Mumbai,Maharashtra,India,2023-05-04,True
273,Customer_273,Hyderabad,Gujarat,India,2023-09-17,False
274,Customer_274,Bangalore,Maharashtra,India,2023-05-20,True
275,Customer_275,Mumbai,Karnataka,India,2023-03-26,True
276,Customer_276,Kolkata,Delhi,India,2023-10-05,True
277,Customer_277,Chennai,Tamil Nadu,India,2023-08-11,True
278,Customer_278,Chennai,Gujarat,India,2023-05-31,True
279,Customer_279,Chennai,Telangana,India,2023-04-12,False
280,Customer_280,Bangalore,Gujarat,India,2023-12-19,False
281,Customer_281,Bangalore,Telangana,India,2023-10-13,True
282,Customer_282,Bangalore,Karnataka,India,2023-08-12,True
283,Customer_283,Mumbai,Gujarat,India,2023-03-02,True
284,Customer_284,Delhi,Maharashtra,India,2023-09-11,False
285,Customer_285,Mumbai,West Bengal,India,2023-10-05,False
286,Customer_286,Hyderabad,Tamil Nadu,India,2023-08-21,False
287,Customer_287,Delhi,Maharashtra,India,2023-02-02,True
288,Customer_288,Ahmedabad,West Bengal,India,2023-10-01,True
289,Customer_289,Ahmedabad,Tamil Nadu,India,2023-05-31,True
290,Customer_290,Mumbai,Tamil Nadu,India,2023-09-16,True
291,Customer_291,Bangalore,West Bengal,India,2023-11-13,True
292,Customer_292,Hyderabad,Gujarat,India,2023-04-19,False
293,Customer_293,Delhi,Maharashtra,India,2023-04-07,True
294,Customer_294,Pune,Karnataka,India,2023-06-30,True
295,Customer_295,Pune,Maharashtra,India,2023-12-25,False
296,Customer_296,Ahmedabad,Maharashtra,India,2023-03-06,True
297,Customer_297,Pune,Karnataka,India,2023-09-13,False
298,Customer_298,Pune,Telangana,India,2023-08-14,True
299,Customer_299,Bangalore,Gujarat,India,2023-11-19,True
300,Customer_300,Pune,Maharashtra,India,2023-03-08,True
301,Customer_301,Pune,Telangana,India,2023-01-14,True
302,Customer_302,Delhi,Delhi,India,2023-07-13,True
303,Customer_303,Kolkata,Telangana,India,2023-01-16,False
304,Customer_304,Kolkata,Karnataka,India,2023-06-18,False
305,Customer_305,Pune,Karnataka,India,2023-12-29,False
306,Customer_306,Ahmedabad,Delhi,India,2023-05-04,True
307,Customer_307,Ahmedabad,Maharashtra,India,2023-01-06,False
308,Customer_308,Chennai,Maharashtra,India,2023-07-27,False
309,Customer_309,Kolkata,Delhi,India,2023-02-11,True
310,Customer_310,Bangalore,Gujarat,India,2023-08-20,True
311,Customer_311,Pune,Maharashtra,India,2023-10-02,False
312,Customer_312,Ahmedabad,Delhi,India,2023-03-27,True
313,Customer_313,Ahmedabad,Gujarat,India,2023-11-23,False
314,Customer_314,Ahmedabad,Telangana,India,2023-06-17,True
315,Customer_315,Bangalore,Karnataka,India,2023-05-18,True
316,Customer_316,Kolkata,Delhi,India,2023-03-19,True
317,Customer_317,Hyderabad,Gujarat,India,2023-04-24,True
318,Customer_318,Ahmedabad,Tamil Nadu,India,2023-03-30,True
319,Customer_319,Mumbai,Delhi,India,2023-04-08,True
320,Customer_320,Hyderabad,Tamil Nadu,India,2023-10-03,True
321,Customer_321,Bangalore,West Bengal,India,2023-02-14,True
322,Customer_322,Ahmedabad,Maharashtra,India,2023-08-12,False
323,Customer_323,Bangalore,Maharashtra,India,2023-01-11,True
324,Customer_324,Mumbai,Gujarat,India,2023-05-11,True
325,Customer_325,Chennai,Tamil Nadu,India,2023-02-13,False
326,Customer_326,Chennai,West Bengal,India,2023-09-05,False
327,Customer_327,Hyderabad,Tamil Nadu,India,2023-06-24,True
328,Customer_328,Pune,Delhi,India,2023-08-28,True
329,Customer_329,Ahmedabad,Telangana,India,2023-10-13,True
330,Customer_330,Kolkata,Tamil Nadu,India,2023-03-30,True
331,Customer_331,Chennai,Telangana,India,2023-06-26,False
332,Customer_332,Kolkata,West Bengal,India,2023-11-30,False
333,Customer_333,Ahmedabad,Gujarat,India,2023-08-12,True
334,Customer_334,Ahmedabad,West Bengal,India,2023-07-27,False
335,Customer_335,Ahmedabad,Karnataka,India,2023-10-15,True
336,Customer_336,Pune,Tamil Nadu,India,2023-12-25,False
337,Customer_337,Ahmedabad,West Bengal,India,2023-10-31,False
338,Customer_338,Delhi,Delhi,India,2023-12-02,True
339,Customer_339,Mumbai,Telangana,India,2023-07-27,True
340,Customer_340,Bangalore,West Bengal,India,2023-11-13,True
341,Customer_341,Chennai,Karnataka,India,2023-01-12,False
342,Customer_342,Bangalore,Karnataka,India,2023-03-27,False
343,Customer_343,Mumbai,Maharashtra,India,2023-04-20,False
344,Customer_344,Hyderabad,Delhi,India,2023-08-04,True
345,Customer_345,Delhi,Maharashtra,India,2023-08-22,False
346,Customer_346,Hyderabad,Maharashtra,India,2023-05-04,True
347,Customer_347,Pune,Maharashtra,India,2023-11-21,True
348,Customer_348,Ahmedabad,Delhi,India,2023-05-12,True
349,Customer_349,Delhi,Delhi,India,2023-03-16,False
350,Customer_350,Mumbai,Karnataka,India,2023-03-24,False
351,Customer_351,Mumbai,Delhi,India,2023-07-22,False
352,Customer_352,Bangalore,Telangana,India,2023-01-12,True
353,Customer_353,Chennai,Telangana,India,2023-11-22,True
354,Customer_354,Bangalore,Delhi,India,2023-12-26,False
355,Customer_355,Mumbai,West Bengal,India,2023-01-08,True
356,Customer_356,Pune,Tamil Nadu,India,2023-03-30,False
357,Customer_357,Delhi,Tamil Nadu,India,2023-03-21,True
358,Customer_358,Hyderabad,Maharashtra,India,2023-10-06,True
359,Customer_359,Kolkata,Tamil Nadu,India,2023-07-30,False
360,Customer_360,Delhi,West Bengal,India,2023-10-20,True
361,Customer_361,Chennai,Delhi,India,2023-06-17,True
362,Customer_362,Pune,Delhi,India,2023-08-06,False
363,Customer_363,Hyderabad,Maharashtra,India,2023-01-05,True
364,Customer_364,Ahmedabad,Maharashtra,India,2023-07-09,True
365,Customer_365,Hyderabad,West Bengal,India,2023-01-08,False
366,Customer_366,Ahmedabad,West Bengal,India,2023-10-23,False
367,Customer_367,Chennai,West Bengal,India,2023-03-08,False
368,Customer_368,Mumbai,Tamil Nadu,India,2023-03-18,False
369,Customer_369,Mumbai,Telangana,India,2023-11-14,False
370,Customer_370,Delhi,Maharashtra,India,2023-05-14,True
371,Customer_371,Mumbai,Maharashtra,India,2023-03-15,False
372,Customer_372,Pune,Karnataka,India,2023-05-04,True
373,Customer_373,Hyderabad,Tamil Nadu,India,2023-11-12,True
374,Customer_374,Kolkata,Gujarat,India,2023-05-01,False
375,Customer_375,Pune,Tamil Nadu,India,2023-01-08,False
376,Customer_376,Pune,Delhi,India,2023-02-13,True
377,Customer_377,Pune,Maharashtra,India,2023-01-21,True
378,Customer_378,Ahmedabad,Maharashtra,India,2023-02-07,False
379,Customer_379,Mumbai,West Bengal,India,2023-02-21,True
380,Customer_380,Mumbai,Telangana,India,2023-09-06,True
381,Customer_381,Kolkata,Karnataka,India,2023-06-26,True
382,Customer_382,Pune,West Bengal,India,2023-10-13,True
383,Customer_383,Ahmedabad,Delhi,India,2023-08-11,False
384,Customer_384,Bangalore,Tamil Nadu,India,2023-06-17,False
385,Customer_385,Chennai,Maharashtra,India,2023-07-07,True
386,Customer_386,Bangalore,Delhi,India,2023-08-31,True
387,Customer_387,Mumbai,Karnataka,India,2023-11-12,False
388,Customer_388,Ahmedabad,Maharashtra,India,2023-08-08,True
389,Customer_389,Hyderabad,Gujarat,India,2023-03-25,False
390,Customer_390,Delhi,Karnataka,India,2023-09-04,True
391,Customer_391,Bangalore,Delhi,India,2023-04-30,True
392,Customer_392,Ahmedabad,Gujarat,India,2023-10-19,False
393,Customer_393,Bangalore,Tamil Nadu,India,2023-11-26,False
394,Customer_394,Delhi,Telangana,India,2023-02-19,False
395,Customer_395,Pune,Tamil Nadu,India,2023-12-22,True
396,Customer_396,Kolkata,Delhi,India,2023-04-03,False
397,Customer_397,Delhi,Delhi,India,2023-04-09,True
398,Customer_398,Bangalore,Tamil Nadu,India,2023-05-13,False
399,Customer_399,Ahmedabad,Maharashtra,India,2023-09-08,False
400,Customer_400,Delhi,Gujarat,India,2023-08-28,False
401,Customer_401,Ahmedabad,West Bengal,India,2023-10-03,True
402,Customer_402,Ahmedabad,Gujarat,India,2023-03-13,False
403,Customer_403,Pune,Maharashtra,India,2023-04-17,False
404,Customer_404,Chennai,Gujarat,India,2023-07-16,False
405,Customer_405,Pune,Karnataka,India,2023-06-29,True
406,Customer_406,Ahmedabad,Delhi,India,2023-02-07,True
407,Customer_407,Pune,West Bengal,India,2023-04-08,True
408,Customer_408,Hyderabad,Delhi,India,2023-01-17,True
409,Customer_409,Hyderabad,Telangana,India,2023-01-23,True
410,Customer_410,Delhi,Karnataka,India,2023-07-04,True
411,Customer_411,Chennai,Delhi,India,2023-10-03,False
412,Customer_412,Mumbai,Delhi,India,2023-02-21,False
413,Customer_413,Bangalore,Tamil Nadu,India,2023-01-08,True
414,Customer_414,Chennai,West Bengal,India,2023-09-27,False
415,Customer_415,Kolkata,Karnataka,India,2023-02-11,True
416,Customer_416,Bangalore,Tamil Nadu,India,2023-09-22,True
417,Customer_417,Mumbai,Tamil Nadu,India,2023-08-13,True
418,Customer_418,Ahmedabad,West Bengal,India,2023-11-18,False
419,Customer_419,Hyderabad,Tamil Nadu,India,2023-01-05,False
420,Customer_420,Hyderabad,Karnataka,India,2023-10-02,False
421,Customer_421,Chennai,Maharashtra,India,2023-01-07,False
422,Customer_422,Ahmedabad,Telangana,India,2023-12-16,False
423,Customer_423,Delhi,Telangana,India,2023-11-10,False
424,Customer_424,Kolkata,Delhi,India,2023-05-04,False
425,Customer_425,Pune,Gujarat,India,2023-03-10,False
426,Customer_426,Ahmedabad,West Bengal,India,2023-04-06,True
427,Customer_427,Kolkata,West Bengal,India,2023-03-21,True
428,Customer_428,Ahmedabad,Delhi,India,2023-01-14,False
429,Customer_429,Kolkata,Delhi,India,2023-10-03,True
430,Customer_430,Hyderabad,Telangana,India,2023-08-27,True
431,Customer_431,Pune,Tamil Nadu,India,2023-04-05,True
432,Customer_432,Bangalore,Maharashtra,India,2023-05-01,True
433,Customer_433,Ahmedabad,Delhi,India,2023-06-16,True
434,Customer_434,Hyderabad,Telangana,India,2023-10-04,True
435,Customer_435,Bangalore,West Bengal,India,2023-03-20,True
436,Customer_436,Bangalore,Telangana,India,2023-11-08,True
437,Customer_437,Delhi,Delhi,India,2023-03-03,True
438,Customer_438,Chennai,Gujarat,India,2023-05-31,True
439,Customer_439,Delhi,West Bengal,India,2023-01-03,True
440,Customer_440,Bangalore,Delhi,India,2023-03-16,False
441,Customer_441,Ahmedabad,Delhi,India,2023-06-22,False
442,Customer_442,Pune,Tamil Nadu,India,2023-05-28,True
443,Customer_443,Delhi,Maharashtra,India,2023-10-14,False
444,Customer_444,Pune,Gujarat,India,2023-12-12,False
445,Customer_445,Hyderabad,West Bengal,India,2023-10-08,True
446,Customer_446,Kolkata,Delhi,India,2023-02-14,True
