order_id,customer_id,order_date,total_amount,status
176,62667,2024-04-30,889.156401575592,Delivered
177,66603,2024-12-08,354.99812983095507,Cancelled
178,117569,2024-01-10,794.4422930070405,Shipped
179,161972,2024-12-12,16.65409537330449,Delivered
180,120919,2024-01-01,942.8929592341333,Pending
181,103210,2024-02-26,792.1639696970594,Delivered
182,26531,2024-09-22,749.5028534619079,Pending
183,134319,2024-08-19,191.49509711023686,Cancelled
184,158226,2024-05-04,855.4885534779221,Pending
185,27267,2024-11-15,873.1681307498111,Delivered
186,141924,2024-11-22,317.181418492458,Pending
187,17142,2024-10-10,823.5251974709872,Cancelled
188,44414,2024-11-17,713.8870564190986,Delivered
189,128390,2024-04-13,955.5829184096266,Shipped
190,14351,2024-10-12,850.3197776607711,Delivered
191,85646,2024-08-22,543.724896551548,Pending
192,116037,2024-04-05,780.2771478066841,Delivered
193,89014,2024-02-07,143.5625294129806,Shipped
194,60320,2024-04-12,600.238026457029,Shipped
195,152884,2024-03-12,856.5727001587626,Cancelled
196,71518,2024-06-14,130.91554671188834,Delivered
197,128159,2024-02-12,842.4261664498773,Pending
198,80087,2024-10-13,10.007372106766056,Pending
199,16544,2024-06-22,42.08801673704513,Pending
200,129666,2024-11-13,713.1863390856256,Shipped
201,99368,2024-02-09,916.4313102857034,Pending
202,157012,2024-09-17,534.9892275311709,Shipped
203,1511,2024-07-01,933.4801485838677,Cancelled
204,1738,2024-10-28,53.75963961549885,Cancelled
205,2292,2024-04-19,53.75269345202543,Shipped
206,142010,2024-09-07,190.30469192332953,Cancelled
207,92111,2024-07-17,435.7315426559151,Shipped
208,82050,2024-12-18,653.9192380269523,Delivered
209,89354,2024-08-10,274.06531109364835,Cancelled
210,51162,2024-02-17,511.1391818947421,Delivered
211,113950,2024-06-01,580.4649002142398,Delivered
212,82704,2024-08-17,282.98366457176434,Cancelled
213,71024,2024-12-12,366.739788939859,Delivered
214,59391,2024-05-22,582.6784817578721,Delivered
215,53582,2024-12-18,100.06505760963525,Shipped
216,91963,2024-11-06,917.6878512247663,Delivered
217,92842,2024-09-03,744.6760954789173,Pending
218,82840,2024-06-20,390.9434618774446,Cancelled
219,51789,2024-12-06,84.71901529784935,Delivered
220,83706,2024-02-06,530.2092995397818,Cancelled
221,97,2024-09-18,890.7821055421081,Cancelled
222,100491,2024-11-28,279.4065193789383,Cancelled
223,96830,2024-03-18,94.17612701481242,Pending
224,66768,2024-08-24,318.99545856362903,Cancelled
225,165063,2024-06-10,114.1290127203359,Shipped
226,125816,2024-10-06,219.6283564597297,Cancelled
227,150336,2024-02-29,18.227243152634127,Cancelled
228,88775,2024-06-15,647.5358878738732,Cancelled
229,142121,2024-03-29,382.6786844833752,Shipped
230,1356,2024-07-09,804.4642475272924,Delivered
231,131454,2024-10-20,346.1908580560982,Pending
232,47165,2024-06-28,831.0827916466634,Shipped
233,154083,2024-09-13,897.6063863018701,Shipped
234,37493,2024-04-20,461.53691244226906,Pending
235,1093,2024-07-20,606.2956019318835,Delivered
236,161364,2024-10-08,248.88554348491317,Cancelled
237,159960,2024-11-29,782.3532657997054,Delivered
238,126155,2024-03-18,961.4040756032113,Delivered
239,106748,2024-08-23,81.75047918152515,Shipped
240,72000,2024-10-20,327.06186562469026,Cancelled
241,59330,2024-08-19,615.9070478645732,Delivered
242,75777,2024-05-19,497.42008339825986,Delivered
243,29618,2024-04-28,364.2910327733048,Cancelled
244,10818,2024-02-17,742.4713352654562,Shipped
245,42667,2024-09-11,692.2869833909683,Pending
246,40288,2024-02-04,75.74643574190881,Cancelled
247,10906,2024-07-10,717.7735798912075,Pending
248,106364,2024-04-27,563.9190568727432,Cancelled
249,7267,2024-01-27,140.89824760359173,Pending
250,133210,2024-03-16,968.8831211912316,Delivered
251,152539,2024-01-07,872.3350325414652,Shipped
252,110104,2024-05-25,521.712866832579,Pending
253,73685,2024-06-12,104.74580586129102,Pending
254,106087,2024-11-19,571.6655200680183,Cancelled
255,56116,2024-02-11,826.236885646187,Pending
256,71317,2024-02-18,138.77597494536496,Delivered
257,32203,2024-03-18,948.9349392400999,Shipped
258,107954,2024-04-11,454.46421137029444,Delivered
259,13879,2024-05-19,904.0197682018503,Cancelled
260,72678,2024-04-20,93.0622171332482,Cancelled
261,147722,2024-11-15,969.8990987118742,Pending
262,105383,2024-12-02,545.9418278372013,Delivered
263,153292,2024-01-20,93.46096413695123,Shipped
264,63890,2024-01-27,898.2333668692835,Shipped
265,48065,2024-08-03,610.9809114813378,Delivered
266,160132,2024-06-09,382.0323300250929,Pending
267,87973,2024-01-27,876.1616613977045,Shipped
268,109639,2024-11-25,622.8841939012507,Cancelled
269,51385,2024-03-10,89.57628245033844,Pending
270,101142,2024-05-02,410.83872366643686,Shipped
271,17031,2024-04-13,67.75745881239122,Cancelled
272,22987,2024-07-29,705.6504599787213,Delivered
273,17744,2024-03-31,767.1286893370508,Delivered
274,161431,2024-01-12,949.3582776803969,Pending
275,44325,2024-08-15,715.8611119470621,Pending
276,79983,2024-07-08,885.8000478978653,Shipped
277,155170,2024-08-28,686.2396081273233,Delivered
278,123554,2024-03-23,413.4377257792967,Pending
279,56151,2024-12-24,324.2611736676597,Cancelled
280,80299,2024-06-20,464.65756047634636,Pending
281,168441,2024-03-08,941.4745260691802,Delivered
282,50783,2024-09-01,939.6319160305499,Delivered
283,100742,2024-05-24,818.5856639144423,Delivered
284,29372,2024-08-19,202.5011788764467,Shipped
285,157757,2024-10-29,352.1495537050339,Cancelled
286,47766,2024-12-22,284.72418095045595,Cancelled
287,161260,2024-08-07,731.6918502471452,Cancelled
288,3672,2024-02-01,474.0209872347351,Cancelled
289,78954,2024-07-07,602.2679161256251,Delivered
290,138956,2024-07-11,622.3402023796654,Shipped
291,98382,2024-11-10,636.2948408072275,Shipped
292,147804,2024-09-22,734.3803862054773,Cancelled
293,103146,2024-02-10,161.2660787965583,Delivered
294,142378,2024-09-16,352.85652632383193,Delivered
295,85504,2024-11-14,857.7743240161316,Pending
296,164291,2024-07-28,952.2368769194562,Shipped
297,145737,2024-09-25,230.2188052955114,Delivered
298,13875,2024-05-12,381.31762541919454,Delivered
299,86178,2024-09-17,904.932804575548,Pending
300,157759,2024-11-28,677.0206276137683,Shipped
301,43430,2024-11-22,624.1609172210397,Cancelled
302,65493,2024-09-08,293.02703498964644,Shipped
303,109532,2024-10-20,707.5271055982093,Delivered
304,145970,2024-11-21,368.29693860705294,Pending
305,13569,2024-02-06,436.0053411150801,Delivered
306,149759,2024-05-15,925.7906415077327,Pending
307,148465,2024-12-14,111.47611382484943,Shipped
308,75596,2024-10-06,179.10697322083277,Pending
309,164686,2024-10-15,579.7256453724274,Pending
310,20918,2024-03-07,841.2527758169493,Delivered
311,158493,2024-08-31,829.8487226673577,Shipped
312,56987,2024-05-28,231.3738799455421,Shipped
313,121235,2024-05-28,963.981935841918,Delivered
314,82955,2024-03-12,327.152888288542,Cancelled
315,132400,2024-10-31,646.6677458575799,Delivered
316,111234,2024-09-24,534.6129008255008,Cancelled
317,162101,2024-10-27,827.0780733629662,Delivered
318,151175,2024-05-28,154.87769894652232,Pending
319,137380,2024-08-12,131.53769652905382,Delivered
320,69600,2024-11-12,491.9664172690882,Delivered
321,36820,2024-04-22,193.85370614560412,Delivered
322,37642,2024-05-02,206.88885621785892,Shipped
323,141520,2024-06-09,300.07661341520406,Cancelled
324,44674,2024-09-26,873.3002672539922,Delivered
325,67632,2024-04-02,646.8083502584761,Pending
326,3408,2024-05-20,965.1076214402523,Shipped
327,100035,2024-03-10,656.5160559241442,Delivered
328,77900,2024-04-23,795.1578218334682,Pending
329,77697,2024-04-10,557.6475889226735,Shipped
330,159532,2024-11-04,761.5476669573136,Delivered
331,152897,2024-11-11,291.0913377321626,Cancelled
332,44869,2024-03-03,46.22480634172017,Shipped
333,72745,2024-12-09,736.4289239937532,Pending
334,22252,2024-03-18,710.937002318029,Shipped
335,119798,2024-07-05,119.51373961606814,Delivered
336,109167,2024-08-07,841.4580326990683,Delivered
337,132104,2024-12-20,602.4659973876717,Cancelled
338,118219,2024-10-21,294.83081566724496,Cancelled
339,150289,2024-08-25,420.7870650625094,Shipped
340,139219,2024-07-03,213.5206214121573,Pending
341,10541,2024-04-12,633.5976604332957,Shipped
342,67800,2024-12-21,816.1451295794684,Cancelled
343,75349,2024-02-15,444.4562944660037,Delivered
344,41405,2024-02-21,740.9544379888816,Cancelled
345,154531,2024-03-20,652.1450720386224,Delivered
346,88847,2024-11-11,755.4938306563579,Delivered
347,84038,2024-10-18,287.21890171762897,Shipped
348,108569,2024-06-03,405.2208123223961,Shipped
349,144642,2024-09-24,321.65239894605827,Pending
350,43179,2024-01-23,864.2950235276688,Shipped
351,26381,2024-06-17,300.8371227288553,Pending
352,118190,2024-12-27,689.4975894736192,Delivered
353,14662,2024-01-03,387.00922691541217,Cancelled
354,55049,2024-04-18,797.0395684483303,Cancelled
355,38998,2024-12-03,239.51941776282558,Shipped
356,158782,2024-09-13,81.55192388568716,Shipped
357,131967,2024-11-12,991.6492670523261,Delivered
358,156088,2024-06-08,198.49642874405532,Shipped
359,70413,2024-06-23,462.7100461961988,Shipped
360,36825,2024-03-14,297.50628421909397,Shipped
361,118832,2024-02-17,861.6209083885684,Pending
362,97015,2024-01-25,893.8988431441785,Pending
363,7900,2024-04-28,959.7151034605621,Shipped
364,156949,2024-03-11,923.3412254937036,Delivered
365,146359,2024-10-18,483.97836230794826,Shipped
366,6091,2024-10-02,509.09240798297407,Delivered
367,38793,2024-02-14,799.2797454940358,Delivered
368,2590,2024-10-04,480.31602094532406,Cancelled
369,33338,2024-02-11,713.3779105113073,Delivered
370,2916,2024-11-27,876.6492789043166,Shipped
371,80399,2024-09-14,946.1273099944162,Pending
372,40662,2024-06-03,369.8021864532598,Cancelled
373,89154,2024-09-04,848.7150831612537,Cancelled
374,24828,2024-08-29,427.63875925555686,Shipped
375,47130,2024-04-30,937.5691451365302,Cancelled
376,34584,2024-01-09,712.5895520417183,Cancelled
377,53682,2024-03-28,415.8399498658445,Pending
378,55174,2024-08-17,345.64954716872705,Pending
379,134236,2024-01-14,701.2441889935577,Shipped
380,144217,2024-11-30,587.3858314746084,Pending
381,160102,2024-05-07,468.04785759590123,Cancelled
382,35589,2024-11-11,694.7474140403207,Delivered
383,98303,2024-08-07,982.0456900697249,Delivered
384,44415,2024-09-22,634.1748717984356,Shipped
385,126147,2024-12-15,978.1408795066031,Delivered
386,143696,2024-03-21,293.6935227751782,Shipped
387,76296,2024-07-11,929.435346786517,Shipped
388,91307,2024-05-23,305.7897999126253,Delivered
389,127962,2024-01-08,978.2840838937474,Shipped
390,85853,2024-08-07,456.07513067449617,Shipped
391,352,2024-06-02,567.4519908144426,Pending
392,32076,2024-01-04,624.9151039986947,Shipped
393,77546,2024-02-17,39.228373490593256,Pending
394,517,2024-09-25,82.22810763403444,Shipped
395,149836,2024-10-10,243.9614579168379,Pending
396,105775,2024-10-08,812.3013064320879,Delivered
397,17806,2024-04-22,673.7804527131178,Cancelled
398,77357,2024-03-10,617.7176936158932,Cancelled
399,109482,2024-07-14,80.65155237891199,Cancelled
400,30877,2024-01-02,895.2704889425644,Shipped
401,85307,2024-12-03,686.0588769414601,Delivered
402,113504,2024-05-25,881.8763607299726,Shipped
403,169624,2024-11-11,796.1344146261397,Delivered
404,66861,2024-03-30,702.4274903317294,Shipped
405,145504,2024-07-31,164.117834790033,Delivered
406,20745,2024-05-08,258.8480464822151,Shipped
407,77748,2024-12-20,594.2489756805718,Pending
408,13760,2024-12-08,912.8608848793712,Shipped
409,99440,2024-09-25,20.087654388457917,Delivered
410,66665,2024-02-04,108.13240441016036,Pending
411,59643,2024-05-19,186.8301331634698,Cancelled
412,9825,2024-02-06,283.92027581609625,Cancelled
413,157036,2024-05-07,515.9140530476707,Delivered
414,75415,2024-03-30,413.981822461173,Delivered
415,168101,2024-01-12,933.7225956307019,Shipped
416,105342,2024-07-01,903.6956877210297,Pending
417,131614,2024-08-05,82.76372167457491,Pending
418,78270,2024-04-26,427.9771688301536,Delivered
419,71211,2024-06-17,208.91292582208837,Shipped
420,98385,2024-04-08,611.3192141554333,Delivered
421,8832,2024-05-12,226.1292763503966,Cancelled
422,4591,2024-01-15,740.3477470017543,Shipped
423,18316,2024-11-15,902.9292437108867,Shipped
424,36666,2024-08-28,819.5313792851155,Cancelled
425,20705,2024-08-06,301.85009911233266,Shipped
426,58194,2024-06-16,963.6394281635751,Cancelled
427,23234,2024-03-24,692.1817442762274,Delivered
428,2659,2024-12-09,547.9449507497363,Delivered
429,92630,2024-01-02,393.290771170608,Pending
430,93827,2024-12-17,545.9677788898895,Cancelled
431,44566,2024-05-16,845.1189419831842,Delivered
432,141976,2024-03-26,696.3161057605911,Cancelled
433,12785,2024-08-13,680.5233627642639,Delivered
434,148923,2024-04-22,429.3178945745182,Pending
435,146037,2024-08-04,979.1362694028743,Shipped
436,12982,2024-05-21,413.9618746001186,Cancelled
437,27461,2024-12-23,308.1883910366955,Cancelled
438,119785,2024-03-16,819.5382565221736,Shipped
439,25629,2024-06-27,357.24198436021845,Shipped
440,165817,2024-05-17,85.47133757755141,Delivered
441,12348,2024-07-02,143.7638072844242,Cancelled
442,3894,2024-08-01,762.8258340890869,Delivered
443,10352,2024-10-30,385.535058482772,Delivered
444,133258,2024-09-30,276.541518242064,Delivered
445,38732,2024-08-27,549.9453227540901,Shipped
446,104928,2024-01-31,410.812721852472,Shipped
447,71602,2024-01-26,303.8858528642526,Delivered
448,84674,2024-12-19,500.6837097966349,Delivered
449,63690,2024-03-19,73.99482232217169,Pending
450,116300,2024-09-25,784.7940123349271,Cancelled
451,55838,2024-01-07,38.98026268931761,Cancelled
452,140733,2024-03-03,431.9398576500602,Delivered
453,16205,2024-03-27,879.9840877511444,Delivered
454,144126,2024-09-30,441.37072227148457,Shipped
455,168946,2024-04-06,802.7110787305885,Delivered
456,109595,2024-10-28,622.0546074254252,Cancelled
457,32881,2024-04-18,306.9365101070967,Cancelled
458,155639,2024-04-09,284.0391321025384,Delivered
459,85569,2024-05-06,378.6188643528449,Shipped
460,154305,2024-07-27,244.90515936516013,Delivered
461,67374,2024-03-11,832.3119773525551,Cancelled
462,50556,2024-02-13,318.6298566805494,Shipped
463,8890,2024-03-11,270.288877681986,Delivered
464,29888,2024-06-12,255.59803850810636,Shipped
465,124601,2024-12-22,862.5209925483545,Delivered
466,43629,2024-11-10,54.95170088176353,Delivered
467,141949,2024-11-20,183.9370600553914,Shipped
468,6019,2024-05-19,496.2442333281123,Delivered
469,33050,2024-06-12,827.6098584426047,Delivered
470,97823,2024-08-29,80.32284099105195,Pending
471,117817,2024-10-28,910.3355209600717,Delivered
472,65503,2024-01-15,220.6655843059213,Shipped
473,84099,2024-01-05,514.0826380276101,Shipped
474,80522,2024-12-03,500.08570684551165,Cancelled
475,124990,2024-08-06,846.9384796750711,Pending
476,18077,2024-05-30,523.9375472467301,Shipped
477,10023,2024-07-17,133.21285559893704,Delivered
478,168131,2024-11-22,248.11469500567756,Shipped
479,46076,2024-02-16,449.4717626229877,Shipped
480,37035,2024-08-30,310.543345156128,Delivered
481,68909,2024-09-23,986.4317437845947,Delivered
482,85654,2024-08-05,937.5757575923957,Delivered
483,48281,2024-09-22,916.2516983415213,Delivered
484,146513,2024-10-24,732.2800553544911,Delivered
485,146292,2024-04-21,498.0150631247831,Pending
486,15188,2024-02-13,886.4000939972422,Pending
487,2320,2024-07-23,446.222546377274,Cancelled
488,164082,2024-03-30,641.3749819344258,Shipped
489,116766,2024-10-24,900.9880432423861,Delivered
490,107127,2024-11-15,198.1450369624433,Pending
491,86918,2024-04-06,921.9510862410064,Cancelled
492,118750,2024-05-26,336.3115205820889,Pending
493,70325,2024-05-24,829.402419458477,Shipped
494,123126,2024-01-06,666.0890811396414,Pending
495,50664,2024-03-25,331.23372553888885,Pending
496,107039,2024-02-20,84.50962172135657,Pending
497,142304,2024-11-13,787.4570531183774,Delivered
498,146321,2024-08-09,726.4520318864868,Shipped
499,128957,2024-09-06,308.7089331575506,Delivered
500,163753,2024-12-03,283.9401336177132,Delivered
501,99168,2024-03-06,646.598365913064,Shipped
502,73367,2024-04-04,568.9157261077178,Cancelled
503,116793,2024-04-08,239.5365295046923,Delivered
504,148988,2024-10-27,746.6543452422519,Delivered
505,91239,2024-08-14,80.6296977611116,Cancelled
506,11945,2024-07-20,80.47844714238474,Delivered
507,68538,2024-10-02,780.7234974974159,Pending
508,128088,2024-02-14,231.21911608991707,Pending
509,101837,2024-05-24,36.296045542838144,Pending
510,56978,2024-08-14,400.73429322851996,Delivered
511,1461,2024-02-04,747.3799177162408,Pending
512,103980,2024-05-31,694.3618009380687,Cancelled
513,74618,2024-10-11,250.91753042244403,Pending
514,131958,2024-10-10,712.8094056073578,Shipped
515,132706,2024-03-01,756.03264986749,Cancelled
516,127137,2024-04-29,843.7320859732222,Cancelled
517,11141,2024-12-04,242.91815890886988,Pending
518,110782,2024-03-16,816.8661404758054,Pending
519,69948,2024-09-30,842.1027017061999,Delivered
520,125673,2024-10-16,758.391661004173,Cancelled
521,46667,2024-05-06,438.94270607493627,Delivered
522,165577,2024-06-09,519.1516479657569,Cancelled
523,6433,2024-03-15,353.43403372796854,Delivered
524,56629,2024-09-14,73.963096563205,Shipped
525,14965,2024-04-29,262.697715028845,Shipped
526,16948,2024-12-03,212.8600109727124,Cancelled
527,108651,2024-05-09,444.0252279379136,Pending
528,59056,2024-10-12,607.6278232917755,Cancelled
529,104332,2024-07-16,535.0014426214664,Delivered
530,62187,2024-06-16,757.7822779929498,Shipped
531,142167,2024-12-10,996.6253647711595,Pending
532,114412,2024-10-04,110.61529920577645,Pending
533,86323,2024-12-02,307.42549884242476,Pending
534,169470,2024-01-20,910.6807071278024,Shipped
535,129314,2024-02-05,985.5829872649995,Cancelled
536,134213,2024-01-09,935.927241802765,Cancelled
537,163906,2024-07-03,626.8930100385984,Delivered
538,150981,2024-12-19,527.2134391901894,Pending
539,147116,2024-10-15,254.58510754560888,Delivered
540,166740,2024-03-02,645.5642104644701,Cancelled
541,60260,2024-05-29,511.0828796325146,Delivered
542,161435,2024-03-24,503.8327906547531,Cancelled
543,66277,2024-02-23,682.1860727674331,Cancelled
544,49302,2024-11-16,769.6829770739909,Cancelled
545,23635,2024-09-30,262.09457313726426,Delivered
546,112438,2024-04-11,813.808408967369,Delivered
547,86333,2024-11-19,459.1999678655956,Pending
548,82196,2024-10-20,566.9924907463225,Delivered
549,119786,2024-01-21,319.58365773901835,Pending
550,75442,2024-09-03,110.26200771228753,Pending
551,21147,2024-12-05,352.5737968328072,Cancelled
552,29682,2024-05-31,424.30639819415467,Pending
553,30796,2024-02-07,812.7799577264826,Pending
554,34429,2024-10-29,389.65594993690587,Delivered
555,125554,2024-07-14,240.46124519184642,Shipped
556,17073,2024-07-17,430.98531607616354,Pending
557,30942,2024-05-10,332.9283811931783,Shipped
558,144038,2024-09-12,348.1460132709121,Cancelled
559,155248,2024-07-05,383.2789541281577,Pending
