item_id,order_id,item_name,category,price
126,167986,Item_126,Sports,147.52006529009373
127,3231,Item_127,Books,136.0259364570357
128,34462,Item_128,Books,308.95784359452335
129,3516,Item_129,Home,479.65802767739996
130,165624,Item_130,Electronics,78.15042475938517
131,11167,Item_131,Books,72.28783151278769
132,145241,Item_132,Sports,111.04250517835258
133,77671,Item_133,Electronics,67.38375110718161
134,22123,Item_134,Sports,417.58228173321953
135,25321,Item_135,Sports,343.1230155347947
136,14788,Item_136,Home,98.10176153238469
137,136441,Item_137,Books,7.323022786762877
138,4589,Item_138,Home,256.7712704334549
139,48636,Item_139,Sports,354.4227293214648
140,135745,Item_140,Home,415.7816996193398
141,8463,Item_141,Sports,25.634412626533127
142,121262,Item_142,Electronics,295.0045677263124
143,95812,Item_143,Electronics,383.4156983998367
144,112608,Item_144,Clothing,44.65344487485589
145,75606,Item_145,Books,188.86681919798713
146,78603,Item_146,Electronics,191.6317321546931
147,145938,Item_147,Electronics,89.54427344590668
148,22828,Item_148,Home,172.19993323800182
149,98601,Item_149,Clothing,230.99535361071236
150,37511,Item_150,Sports,411.8029283509617
151,134188,Item_151,Electronics,396.50346280901255
152,36003,Item_152,Home,459.9424630630901
153,21895,Item_153,Clothing,28.86607162952195
154,145725,Item_154,Sports,431.22990830668414
155,103884,Item_155,Home,457.4040732755145
156,3146,Item_156,Sports,353.8280071369975
157,161352,Item_157,Home,448.5244933229169
158,135356,Item_158,Clothing,153.61729692813208
159,145094,Item_159,Sports,324.590896728441
160,129316,Item_160,Books,471.2135294850945
161,38942,Item_161,Sports,442.98099504507746
162,117930,Item_162,Electronics,58.82997692021101
163,47592,Item_163,Home,10.53777244693991
164,49879,Item_164,Clothing,370.15266454494986
165,43688,Item_165,Electronics,241.38985825359615
166,84393,Item_166,Sports,350.5225847589057
167,137165,Item_167,Electronics,285.7025444521088
168,47008,Item_168,Home,261.1940994419548
169,2930,Item_169,Clothing,305.80468162244307
170,73937,Item_170,Clothing,188.46985867421205
171,123110,Item_171,Electronics,318.5552768805314
172,37078,Item_172,Home,41.1828180773534
173,138189,Item_173,Sports,17.488750452750985
174,50356,Item_174,Books,40.63076155798883
175,59390,Item_175,Clothing,106.34082622271431
176,86587,Item_176,Books,345.01030744712165
177,80088,Item_177,Books,478.946690148563
178,83099,Item_178,Home,374.8269863857448
179,20667,Item_179,Electronics,49.42712859828487
180,70588,Item_180,Home,89.73115685750629
181,56172,Item_181,Sports,347.45177211346504
182,125013,Item_182,Home,442.7605484288527
183,28944,Item_183,Sports,409.24170912221064
184,23598,Item_184,Clothing,421.28696445931723
185,33406,Item_185,Clothing,413.2663796108049
186,18196,Item_186,Electronics,55.48306331541047
187,14835,Item_187,Home,238.35024362870968
188,17193,Item_188,Home,101.76449164452094
189,125786,Item_189,Home,16.125126725343947
190,118541,Item_190,Books,410.4467171336173
191,107897,Item_191,Home,400.53361887196115
192,36629,Item_192,Books,379.69571112367794
193,141804,Item_193,Sports,306.3905644054763
194,108841,Item_194,Clothing,495.1819025317052
195,119424,Item_195,Books,50.560078641190515
196,61849,Item_196,Sports,302.6173166700585
197,81515,Item_197,Home,410.5774151873151
198,93072,Item_198,Electronics,105.58863596511694
199,150682,Item_199,Electronics,397.7394390009309
200,149841,Item_200,Sports,165.94200808019013
201,159421,Item_201,Electronics,223.18737407294228
202,163317,Item_202,Electronics,172.1829178689549
203,109571,Item_203,Sports,312.3811641813497
204,153117,Item_204,Home,436.0332162726731
205,163611,Item_205,Electronics,36.48048963309762
206,143794,Item_206,Electronics,422.5412604944242
207,14038,Item_207,Home,396.7880207550565
208,146293,Item_208,Clothing,27.952547348070127
209,157341,Item_209,Books,450.39723231435636
210,70296,Item_210,Home,125.88380917104533
211,113039,Item_211,Electronics,344.4983098678785
212,158065,Item_212,Clothing,368.5779145310409
213,138931,Item_213,Books,181.79738711252514
214,52338,Item_214,Books,261.2239345244075
215,35494,Item_215,Sports,468.6942967382492
216,83076,Item_216,Clothing,214.80115737042053
217,105576,Item_217,Books,240.79467243593206
218,5164,Item_218,Electronics,126.14915965971421
219,11339,Item_219,Electronics,141.94228694101014
220,13393,Item_220,Clothing,180.41112908069707
221,84466,Item_221,Clothing,348.58989492882614
222,15312,Item_222,Home,35.08597018052205
223,54471,Item_223,Home,77.05274382032854
224,32650,Item_224,Home,352.59817448837714
225,37972,Item_225,Electronics,75.04086821180273
226,64918,Item_226,Electronics,467.5090070965385
227,167114,Item_227,Sports,152.85400149812278
228,145294,Item_228,Sports,413.8599957567957
229,135964,Item_229,Clothing,34.74929864552567
230,131757,Item_230,Books,58.7527759462843
231,146323,Item_231,Electronics,237.47100147557535
232,81322,Item_232,Sports,368.3759836479055
233,59882,Item_233,Clothing,45.624536799490556
234,61569,Item_234,Sports,332.0281229524547
235,83144,Item_235,Electronics,452.1702183625546
236,28347,Item_236,Home,51.693707589908875
237,119608,Item_237,Home,347.83807688790114
238,138727,Item_238,Home,428.04003893741117
239,167833,Item_239,Home,56.0701493870022
240,137706,Item_240,Electronics,433.26484224792307
241,45782,Item_241,Books,486.1929905900973
242,126722,Item_242,Sports,267.40453973536654
243,116170,Item_243,Home,118.1980456744852
244,7674,Item_244,Electronics,15.135488819993173
245,138967,Item_245,Books,384.2712766357425
246,161066,Item_246,Books,435.50677685449097
247,27932,Item_247,Clothing,470.98479402196057
248,116770,Item_248,Home,473.1570827856073
249,62467,Item_249,Electronics,5.846446967549464
250,164691,Item_250,Electronics,351.7533655858747
251,81196,Item_251,Clothing,452.1927817899867
252,128349,Item_252,Clothing,320.1211119983577
253,136656,Item_253,Clothing,414.53979695584104
254,79540,Item_254,Sports,447.5197544434585
255,127272,Item_255,Home,282.01612579111975
256,150574,Item_256,Home,462.92204891211856
257,152110,Item_257,Books,427.59955921145666
258,43292,Item_258,Sports,281.7182467463551
259,138087,Item_259,Sports,94.49985255565133
260,49013,Item_260,Clothing,337.11620956099966
261,111002,Item_261,Sports,392.825796679956
262,20729,Item_262,Books,417.8128729215863
263,82298,Item_263,Clothing,39.62752936992447
264,72431,Item_264,Electronics,172.48851310049295
265,39770,Item_265,Home,13.117299245500028
266,41050,Item_266,Home,120.35012791077004
267,99223,Item_267,Home,16.137727794951424
268,46017,Item_268,Home,147.59060875858245
269,110615,Item_269,Electronics,444.5013516874844
270,29944,Item_270,Electronics,114.8067357584794
271,3133,Item_271,Home,211.09852038772112
272,113737,Item_272,Home,118.9564799872506
273,78530,Item_273,Electronics,237.8046429883825
274,164384,Item_274,Books,345.1736834600885
275,123570,Item_275,Clothing,200.19331408299854
276,54745,Item_276,Books,180.7004116553279
277,36259,Item_277,Sports,266.4068043068356
278,120837,Item_278,Home,427.01731159119373
279,42509,Item_279,Sports,498.7700279628537
280,144266,Item_280,Books,146.90558019077818
281,84107,Item_281,Books,347.39237756122105
282,38727,Item_282,Clothing,451.7456048009723
283,85806,Item_283,Books,304.08640846376545
284,1072,Item_284,Clothing,418.66983097009603
285,226,Item_285,Clothing,252.20356273148698
286,52747,Item_286,Sports,164.3030671145029
287,82059,Item_287,Electronics,148.26298170820291
288,91266,Item_288,Clothing,98.305246053619
289,55644,Item_289,Home,316.0556929839579
290,169094,Item_290,Home,347.9008860909244
291,83136,Item_291,Home,158.75158858201556
292,95069,Item_292,Books,346.67758849446227
293,164754,Item_293,Sports,151.57550084794337
294,133568,Item_294,Electronics,486.9030940176317
295,7959,Item_295,Books,423.87775445539637
296,16861,Item_296,Sports,127.97981581437264
297,89058,Item_297,Clothing,368.3947778130922
298,73434,Item_298,Books,477.2921900789738
299,121346,Item_299,Home,15.234412858256686
300,127215,Item_300,Books,75.8389673466057
301,62501,Item_301,Clothing,278.77451362041325
302,111014,Item_302,Clothing,347.3798789153128
303,140144,Item_303,Electronics,157.3746541280552
304,87072,Item_304,Sports,295.5556954571121
305,10839,Item_305,Electronics,33.88904435962003
306,7316,Item_306,Clothing,170.1763502117929
307,80434,Item_307,Clothing,95.84519183180666
308,96313,Item_308,Books,56.100854742950006
309,106069,Item_309,Home,313.8223700994591
310,41407,Item_310,Sports,24.833595260724227
311,36018,Item_311,Clothing,356.70635059461694
312,149503,Item_312,Sports,445.8339980542197
313,22341,Item_313,Electronics,18.027735535125096
314,74563,Item_314,Electronics,464.52414603102477
315,65852,Item_315,Books,364.4463828932853
316,27887,Item_316,Home,325.3574757993737
317,80414,Item_317,Sports,279.4676015445916
318,97562,Item_318,Electronics,488.88065904716046
319,67764,Item_319,Sports,489.2898916115068
320,55703,Item_320,Sports,312.96966881698495
321,9911,Item_321,Clothing,70.949209189552
322,119593,Item_322,Home,353.51259200208756
323,118976,Item_323,Books,307.27494803305325
324,59855,Item_324,Home,458.4812805746334
325,89019,Item_325,Home,173.97335048830135
326,25911,Item_326,Clothing,273.4802813854444
327,70451,Item_327,Books,281.4709402060701
328,21317,Item_328,Sports,336.35974978724926
329,102449,Item_329,Electronics,181.91481991503738
330,73506,Item_330,Clothing,192.06852567803065
331,994,Item_331,Home,162.68632474261338
332,42342,Item_332,Sports,396.0161118654579
333,55536,Item_333,Electronics,348.68415489633054
334,27513,Item_334,Home,141.06200128363608
335,142480,Item_335,Home,247.3894262025378
336,22617,Item_336,Electronics,19.15323868656837
337,42575,Item_337,Clothing,185.67850330557866
338,54979,Item_338,Sports,137.60972267477922
339,33765,Item_339,Sports,410.4507460927718
340,4226,Item_340,Sports,312.42485567610663
341,139324,Item_341,Home,368.7302308197282
342,150424,Item_342,Clothing,469.24133315755984
343,100680,Item_343,Home,10.265890586704023
344,97081,Item_344,Books,364.109981904909
345,138360,Item_345,Books,222.38264007544328
346,79983,Item_346,Clothing,411.6780885708662
347,100814,Item_347,Home,498.0278290418645
348,149953,Item_348,Home,136.5902634310744
349,93602,Item_349,Clothing,246.122221522834
350,55193,Item_350,Sports,318.9642542941124
351,152925,Item_351,Electronics,19.35840489748703
352,43892,Item_352,Sports,190.6858520769288
353,84436,Item_353,Books,9.58449765965527
354,160892,Item_354,Sports,232.22871941145573
355,35424,Item_355,Home,370.8522930897578
356,25320,Item_356,Electronics,107.01577723393393
357,91825,Item_357,Books,74.1587982743805
358,99730,Item_358,Sports,352.1057378756342
359,92617,Item_359,Clothing,193.19225671785156
360,3514,Item_360,Sports,463.4097264012125
361,83142,Item_361,Electronics,176.4254817792787
362,98677,Item_362,Sports,101.11936408247223
363,118138,Item_363,Clothing,122.68920590074953
364,156027,Item_364,Electronics,324.5557141060292
365,25347,Item_365,Home,317.0800492127118
366,254,Item_366,Books,132.08553762347404
367,67077,Item_367,Sports,387.84183224164565
368,168805,Item_368,Clothing,358.36776890443514
369,136097,Item_369,Home,368.1077319843582
370,126270,Item_370,Books,304.86576398485164
371,31329,Item_371,Electronics,282.7543631786629
372,149046,Item_372,Sports,311.44154924050514
373,111619,Item_373,Home,307.1293842199002
374,105401,Item_374,Books,486.21216789612896
375,167261,Item_375,Sports,270.15462596009024
376,49225,Item_376,Books,101.2047781147036
377,30255,Item_377,Books,100.87687342076438
378,71858,Item_378,Home,314.27138257945535
379,49114,Item_379,Sports,399.35463033425594
380,111140,Item_380,Books,31.661206104656962
381,116313,Item_381,Home,131.45729132960813
382,104115,Item_382,Clothing,303.13918827281077
383,68268,Item_383,Clothing,406.24111716737343
384,156830,Item_384,Sports,465.48904457182334
385,159493,Item_385,Clothing,78.0309705635056
386,42277,Item_386,Home,451.6931349337945
387,3407,Item_387,Clothing,355.4466317445935
388,8622,Item_388,Home,163.04346817406562
389,85477,Item_389,Home,438.87796381251354
390,119437,Item_390,Home,389.5761670755532
391,46798,Item_391,Clothing,325.42890483805985
392,23341,Item_392,Sports,480.58771308861435
393,158181,Item_393,Home,301.69734773369447
394,159935,Item_394,Sports,298.940170860049
395,54772,Item_395,Clothing,412.76022980854924
396,34159,Item_396,Electronics,346.7888523522628
397,91431,Item_397,Sports,291.206054135748
398,119120,Item_398,Electronics,176.5757308770145
399,39251,Item_399,Electronics,126.79217830711349
400,28962,Item_400,Electronics,94.98843935216664
401,37234,Item_401,Sports,331.2986169965178
402,155693,Item_402,Sports,221.07941629798938
403,73520,Item_403,Home,487.71003959647544
404,101815,Item_404,Clothing,363.06252472098106
405,6609,Item_405,Clothing,168.9125448581913
406,65473,Item_406,Clothing,306.2715674687684
407,159667,Item_407,Books,122.0695319960526
408,147727,Item_408,Home,335.2777288176017
409,146506,Item_409,Clothing,447.70348112977246
410,11684,Item_410,Books,365.5726897566075
411,116142,Item_411,Books,232.35446871313374
412,130133,Item_412,Sports,407.302553488974
413,117850,Item_413,Sports,58.628851244123126
414,111733,Item_414,Electronics,162.6564543432193
415,17474,Item_415,Books,378.88506600468077
416,37138,Item_416,Sports,271.4953991835483
417,159819,Item_417,Clothing,80.87432122410823
418,645,Item_418,Electronics,480.0796667515706
419,123154,Item_419,Electronics,280.8599017451825
420,67396,Item_420,Electronics,410.59733043356806
421,74527,Item_421,Clothing,470.50362265954243
422,22634,Item_422,Clothing,41.901350053952804
423,97138,Item_423,Electronics,328.1176112309395
424,84725,Item_424,Books,471.6158735389945
425,55673,Item_425,Electronics,229.30553444645724
426,89777,Item_426,Clothing,316.4492706678761
427,121174,Item_427,Home,476.5089052984234
428,58073,Item_428,Clothing,65.47015818740147
429,93169,Item_429,Home,369.9395814793409
430,64399,Item_430,Clothing,135.56539095713407
431,39662,Item_431,Books,456.4296919006203
432,104621,Item_432,Electronics,59.31361230776025
433,139641,Item_433,Sports,317.9878596991928
434,109091,Item_434,Electronics,332.1982668242249
435,136615,Item_435,Books,444.13725348371264
436,72917,Item_436,Clothing,318.83020224751147
437,7775,Item_437,Home,230.92370272990186
438,160147,Item_438,Sports,495.26683582503784
439,148881,Item_439,Sports,420.8579444957695
440,99128,Item_440,Electronics,318.44701432821574
441,72848,Item_441,Books,449.84837494373056
442,30286,Item_442,Sports,348.9902610369637
443,86752,Item_443,Electronics,391.68600408226007
444,625,Item_444,Home,183.65236729717572
445,146907,Item_445,Electronics,386.79978070307527
446,31378,Item_446,Home,381.99391229194947
447,97516,Item_447,Clothing,140.95276625349734
448,95569,Item_448,Books,73.09664100991832
449,23250,Item_449,Home,19.81721931511143
450,68109,Item_450,Home,339.1170781319102
451,73877,Item_451,Clothing,101.83776398662349
452,127319,Item_452,Electronics,270.1974767673594
453,105745,Item_453,Books,94.24785087259811
454,86188,Item_454,Home,279.6700119592817
455,168647,Item_455,Home,192.42569098675338
456,120808,Item_456,Books,440.0345571863274
457,155077,Item_457,Home,458.16078715846425
458,147609,Item_458,Books,304.13434849135336
459,107364,Item_459,Home,178.7437268630355
460,37477,Item_460,Home,250.84595681486684
461,37536,Item_461,Clothing,185.27653323868802
462,76929,Item_462,Home,289.48455560840404
463,34450,Item_463,Books,481.7973152495579
464,13959,Item_464,Books,420.22396374692346
465,145479,Item_465,Sports,441.4845252619947
466,125779,Item_466,Books,37.33366344348024
467,80542,Item_467,Electronics,66.29210539355469
468,84856,Item_468,Clothing,210.12616594444228
469,151026,Item_469,Sports,384.71616463448476
470,42444,Item_470,Books,442.72985905305234
471,93030,Item_471,Electronics,55.69040264046941
472,2134,Item_472,Books,184.40650022479784
473,116408,Item_473,Clothing,196.18709559267177
474,44887,Item_474,Books,258.2256498961476
475,134895,Item_475,Home,471.1142806185437
476,49372,Item_476,Sports,294.39055615543447
477,61497,Item_477,Home,378.15674335431055
478,134803,Item_478,Electronics,397.4288213653293
479,93234,Item_479,Clothing,431.1485718197561
480,149499,Item_480,Clothing,159.84712715124587
481,149359,Item_481,Electronics,319.2625174802971
482,95134,Item_482,Books,286.15130958781407
483,25734,Item_483,Books,54.119490947131055
484,18099,Item_484,Electronics,158.57621701148355
485,17622,Item_485,Sports,471.1009964938404
486,160009,Item_486,Clothing,424.31986828432747
487,27378,Item_487,Books,399.7669747719553
488,9369,Item_488,Books,408.57767561343724
489,119178,Item_489,Clothing,368.70625554652065
490,118194,Item_490,Clothing,426.69752707799626
491,117321,Item_491,Sports,284.4110938342607
492,107963,Item_492,Sports,163.62048106018594
493,12127,Item_493,Sports,490.1506159576983
494,167428,Item_494,Clothing,388.660070482011
495,5226,Item_495,Clothing,203.89099162685588
496,155752,Item_496,Home,270.72451861714273
497,128538,Item_497,Sports,128.96594480841804
498,159290,Item_498,Home,395.75926314389733
499,12247,Item_499,Clothing,180.7161651948244
500,71268,Item_500,Books,20.868337157924646
501,101099,Item_501,Clothing,255.37609201487135
502,26350,Item_502,Electronics,266.586002824298
503,96161,Item_503,Electronics,151.40129344316375
504,117967,Item_504,Clothing,29.261582162888576
505,123105,Item_505,Books,147.06483739256456
506,43920,Item_506,Books,7.0403532552706105
507,109832,Item_507,Sports,179.68451449856153
508,81402,Item_508,Sports,446.45312519429024
509,124021,Item_509,Electronics,272.571914516739
510,144139,Item_510,Books,400.1684823254332
511,71682,Item_511,Electronics,496.8801319937159
512,49444,Item_512,Sports,112.14847231166279
513,138933,Item_513,Books,81.15856863773725
514,104484,Item_514,Electronics,436.70158706104314
515,21231,Item_515,Home,134.35504463804017
516,34636,Item_516,Home,89.19554002239086
517,104813,Item_517,Electronics,383.34058210867175
518,87260,Item_518,Home,130.2209209915419
519,144806,Item_519,Sports,354.90931231727745
520,102828,Item_520,Electronics,61.49787603737282
521,152314,Item_521,Sports,414.4249161765836
522,110841,Item_522,Clothing,240.31791926949435
523,167213,Item_523,Electronics,8.099278676976404
524,97737,Item_524,Clothing,343.97191663114614
525,113979,Item_525,Books,192.98601074618358
526,28834,Item_526,Home,14.159850913162487
527,71384,Item_527,Clothing,160.26502731017646
528,126903,Item_528,Clothing,433.24449126683163
529,116471,Item_529,Sports,80.9564539370564
530,14418,Item_530,Clothing,106.94076401338303
531,107073,Item_531,Books,450.1044893684263
532,113287,Item_532,Books,349.51889271411966
533,137125,Item_533,Home,88.48610379071879
534,159475,Item_534,Clothing,197.49892167098378
535,59366,Item_535,Books,140.20660438713134
536,73828,Item_536,Books,93.64243421519568
537,117157,Item_537,Books,184.4316067734212
538,121044,Item_538,Clothing,323.1542302036268
539,126059,Item_539,Electronics,80.29526559912547
540,30197,Item_540,Books,326.4969424697172
541,148445,Item_541,Sports,317.5595350987001
542,147408,Item_542,Sports,42.428422265723334
543,103909,Item_543,Books,300.3173946004079
544,41606,Item_544,Home,180.07100136534388
545,122256,Item_545,Home,289.95609597212473
546,17196,Item_546,Sports,168.52267682663762
547,156999,Item_547,Electronics,408.7051762384505
548,23876,Item_548,Home,45.18784450287929
549,124928,Item_549,Books,459.9347521091709
550,33581,Item_550,Sports,141.04007569459162
551,7307,Item_551,Electronics,490.20089303507024
552,134616,Item_552,Electronics,202.12377303498138
553,3534,Item_553,Sports,182.01297208230733
554,42613,Item_554,Sports,317.7568439033358
555,63696,Item_555,Books,447.0155821526105
556,56670,Item_556,Clothing,480.25203985354557
557,58730,Item_557,Books,172.1469307373129
558,115121,Item_558,Sports,222.66603365119494
559,108779,Item_559,Books,327.7050202931386
560,9908,Item_560,Home,260.48310256300465
561,24374,Item_561,Electronics,24.736297569608418
562,141962,Item_562,Clothing,496.1001729948441
563,167406,Item_563,Electronics,451.0636521873842
564,68242,Item_564,Books,282.01131484124176
565,166885,Item_565,Clothing,148.55255846625045
566,43608,Item_566,Sports,140.5765022923652
567,126790,Item_567,Sports,192.57537189162935
568,52428,Item_568,Books,105.41667123183366
569,114740,Item_569,Books,329.38477782869086
570,81158,Item_570,Electronics,430.85221200039007
571,18080,Item_571,Sports,492.5399066479035
572,98383,Item_572,Clothing,412.9322386954224
573,85541,Item_573,Electronics,15.49734759921319
574,90080,Item_574,Books,8.28881759099401
575,124896,Item_575,Electronics,493.45767876607243
576,6802,Item_576,Books,123.24847975820893
577,126174,Item_577,Clothing,335.70640707274856
578,88504,Item_578,Electronics,78.46959400282503
579,56154,Item_579,Electronics,378.0550788975959
580,20398,Item_580,Electronics,228.7571773102491
581,12496,Item_581,Electronics,195.87509918630482
582,87149,Item_582,Sports,399.74492693809367
583,17089,Item_583,Sports,71.47905537701828
584,56702,Item_584,Sports,228.66435890930296
585,104852,Item_585,Books,100.19724602563443
586,131405,Item_586,Books,365.8691261798943
587,17667,Item_587,Home,442.1473280658324
588,79675,Item_588,Clothing,216.09922292566688
589,65161,Item_589,Home,131.45877141977584
590,25034,Item_590,Electronics,255.4184153191161
591,121347,Item_591,Clothing,415.2954290582334
592,9411,Item_592,Electronics,21.37588205417623
593,109092,Item_593,Clothing,21.786510745459463
594,146061,Item_594,Sports,324.9825046539083
595,19634,Item_595,Sports,63.9977799942986
596,67446,Item_596,Books,83.84319705617543
597,78709,Item_597,Books,296.8919655669873
598,164088,Item_598,Sports,106.40898127640357
599,70156,Item_599,Sports,388.47899899641556
600,136348,Item_600,Sports,428.54027558635767
601,136371,Item_601,Clothing,471.8573815867978
602,98428,Item_602,Books,278.4871275409485
603,151659,Item_603,Home,291.4198057510703
604,107023,Item_604,Home,448.16862255937644
605,65187,Item_605,Home,169.1154555935027
606,88813,Item_606,Electronics,184.43891026381263
607,151988,Item_607,Clothing,220.40317969919258
608,75785,Item_608,Home,129.59550752172743
609,92843,Item_609,Home,277.3050334866742
610,108885,Item_610,Home,315.6424067780906
611,150268,Item_611,Books,152.20431735642063
612,93553,Item_612,Home,409.4196071434981
613,88229,Item_613,Sports,472.19689445529417
614,30424,Item_614,Clothing,62.51161902796999
615,16932,Item_615,Sports,387.57742348509606
616,85428,Item_616,Clothing,33.3480169628733
617,13796,Item_617,Home,251.24086659551975
618,38736,Item_618,Books,11.14994871643161
619,55095,Item_619,Electronics,133.24805188380373
620,165650,Item_620,Electronics,235.07867381703656
621,102284,Item_621,Clothing,108.80888537643305
622,23994,Item_622,Books,345.56427298105984
623,17986,Item_623,Books,70.79236674981571
624,64127,Item_624,Home,471.76849102252464
625,129350,Item_625,Sports,496.6520463796151
626,70208,Item_626,Clothing,66.45345238667988
627,45839,Item_627,Clothing,6.061126932099413
628,70813,Item_628,Sports,302.82753802260044
629,119871,Item_629,Electronics,63.85910790691679
630,89280,Item_630,Electronics,199.09543255548488
631,45608,Item_631,Home,298.24077086973017
632,166079,Item_632,Books,234.03541111497626
633,84868,Item_633,Sports,63.71591866049966
634,14683,Item_634,Home,170.35403648503876
635,79723,Item_635,Sports,326.82878884235333
